image,variant,flow_threshold,cellprob_threshold,cell_count,diameter_estimate
CP HEK293 (15),E_clahe_denoise,0.5,-1.0,242,-1
CP HEK293 (15),E_clahe_denoise,0.5,0.0,225,-1
CP HEK293 (15),E_clahe_denoise,0.5,1.0,162,-1
CP HEK293 (15),E_clahe_denoise,0.5,2.0,109,-1
CP HEK293 (15),E_clahe_denoise,0.6,-3.0,215,-1
CP HEK293 (15),E_clahe_denoise,0.6,-2.0,247,-1
CP HEK293 (15),E_clahe_denoise,0.6,-1.0,277,-1
CP HEK293 (15),E_clahe_denoise,0.6,0.0,231,-1
CP HEK293 (15),E_clahe_denoise,0.6,1.0,166,-1
CP HEK293 (15),E_clahe_denoise,0.6,2.0,110,-1
CP HEK293 (15),E_clahe_denoise,0.7,-3.0,268,-1
CP HEK293 (15),E_clahe_denoise,0.7,-2.0,302,-1
CP HEK293 (15),E_clahe_denoise,0.7,-1.0,297,-1
CP HEK293 (15),E_clahe_denoise,0.7,0.0,233,-1
CP HEK293 (15),E_clahe_denoise,0.7,1.0,167,-1
CP HEK293 (15),E_clahe_denoise,0.7,2.0,110,-1
CP HEK293 (15),E_clahe_denoise,0.8,-3.0,321,-1
CP HEK293 (15),E_clahe_denoise,0.8,-2.0,333,-1
CP HEK293 (15),E_clahe_denoise,0.8,-1.0,309,-1
CP HEK293 (15),E_clahe_denoise,0.8,0.0,236,-1
CP HEK293 (15),E_clahe_denoise,0.8,1.0,170,-1
CP HEK293 (15),E_clahe_denoise,0.8,2.0,110,-1
CP HEK293 (15),E_clahe_denoise,0.9,-3.0,375,-1
CP HEK293 (15),E_clahe_denoise,0.9,-2.0,369,-1
CP HEK293 (15),E_clahe_denoise,0.9,-1.0,317,-1
CP HEK293 (15),E_clahe_denoise,0.9,0.0,237,-1
CP HEK293 (15),E_clahe_denoise,0.9,1.0,171,-1
CP HEK293 (15),E_clahe_denoise,0.9,2.0,110,-1
CP HEK293 (15),E_clahe_denoise,1.0,-3.0,419,-1
CP HEK293 (15),E_clahe_denoise,1.0,-2.0,377,-1
CP HEK293 (15),E_clahe_denoise,1.0,-1.0,319,-1
CP HEK293 (15),E_clahe_denoise,1.0,0.0,239,-1
CP HEK293 (15),E_clahe_denoise,1.0,1.0,171,-1
CP HEK293 (15),E_clahe_denoise,1.0,2.0,110,-1
CP HEK293 (15),F_rolling_ball,0.2,-3.0,1,-1
CP HEK293 (15),F_rolling_ball,0.2,-2.0,17,-1
CP HEK293 (15),F_rolling_ball,0.2,-1.0,105,-1
CP HEK293 (15),F_rolling_ball,0.2,0.0,132,-1
CP HEK293 (15),F_rolling_ball,0.2,1.0,127,-1
CP HEK293 (15),F_rolling_ball,0.2,2.0,96,-1
CP HEK293 (15),F_rolling_ball,0.3,-3.0,18,-1
CP HEK293 (15),F_rolling_ball,0.3,-2.0,94,-1
CP HEK293 (15),F_rolling_ball,0.3,-1.0,137,-1
CP HEK293 (15),F_rolling_ball,0.3,0.0,154,-1
CP HEK293 (15),F_rolling_ball,0.3,1.0,136,-1
CP HEK293 (15),F_rolling_ball,0.3,2.0,105,-1
CP HEK293 (15),F_rolling_ball,0.4,-3.0,78,-1
CP HEK293 (15),F_rolling_ball,0.4,-2.0,137,-1
CP HEK293 (15),F_rolling_ball,0.4,-1.0,177,-1
CP HEK293 (15),F_rolling_ball,0.4,0.0,172,-1
CP HEK293 (15),F_rolling_ball,0.4,1.0,143,-1
CP HEK293 (15),F_rolling_ball,0.4,2.0,110,-1
CP HEK293 (15),F_rolling_ball,0.5,-3.0,133,-1
CP HEK293 (15),F_rolling_ball,0.5,-2.0,170,-1
CP HEK293 (15),F_rolling_ball,0.5,-1.0,210,-1
CP HEK293 (15),F_rolling_ball,0.5,0.0,185,-1
CP HEK293 (15),F_rolling_ball,0.5,1.0,146,-1
CP HEK293 (15),F_rolling_ball,0.5,2.0,111,-1
CP HEK293 (15),F_rolling_ball,0.6,-3.0,174,-1
CP HEK293 (15),F_rolling_ball,0.6,-2.0,213,-1
CP HEK293 (15),F_rolling_ball,0.6,-1.0,239,-1
CP HEK293 (15),F_rolling_ball,0.6,0.0,191,-1
CP HEK293 (15),F_rolling_ball,0.6,1.0,147,-1
CP HEK293 (15),F_rolling_ball,0.6,2.0,114,-1
CP HEK293 (15),F_rolling_ball,0.7,-3.0,221,-1
CP HEK293 (15),F_rolling_ball,0.7,-2.0,255,-1
CP HEK293 (15),F_rolling_ball,0.7,-1.0,256,-1
CP HEK293 (15),F_rolling_ball,0.7,0.0,196,-1
CP HEK293 (15),F_rolling_ball,0.7,1.0,147,-1
CP HEK293 (15),F_rolling_ball,0.7,2.0,114,-1
CP HEK293 (15),F_rolling_ball,0.8,-3.0,280,-1
CP HEK293 (15),F_rolling_ball,0.8,-2.0,292,-1
CP HEK293 (15),F_rolling_ball,0.8,-1.0,264,-1
CP HEK293 (15),F_rolling_ball,0.8,0.0,199,-1
CP HEK293 (15),F_rolling_ball,0.8,1.0,147,-1
CP HEK293 (15),F_rolling_ball,0.8,2.0,114,-1
CP HEK293 (15),F_rolling_ball,0.9,-3.0,340,-1
CP HEK293 (15),F_rolling_ball,0.9,-2.0,332,-1
CP HEK293 (15),F_rolling_ball,0.9,-1.0,267,-1
CP HEK293 (15),F_rolling_ball,0.9,0.0,201,-1
CP HEK293 (15),F_rolling_ball,0.9,1.0,147,-1
CP HEK293 (15),F_rolling_ball,0.9,2.0,116,-1
CP HEK293 (15),F_rolling_ball,1.0,-3.0,403,-1
CP HEK293 (15),F_rolling_ball,1.0,-2.0,359,-1
CP HEK293 (15),F_rolling_ball,1.0,-1.0,277,-1
CP HEK293 (15),F_rolling_ball,1.0,0.0,201,-1
CP HEK293 (15),F_rolling_ball,1.0,1.0,148,-1
CP HEK293 (15),F_rolling_ball,1.0,2.0,119,-1
CP HEK293 (15),G_rolling_ball_clahe,0.2,-3.0,1,-1
CP HEK293 (15),G_rolling_ball_clahe,0.2,-2.0,15,-1
CP HEK293 (15),G_rolling_ball_clahe,0.2,-1.0,90,-1
CP HEK293 (15),G_rolling_ball_clahe,0.2,0.0,141,-1
CP HEK293 (15),G_rolling_ball_clahe,0.2,1.0,125,-1
CP HEK293 (15),G_rolling_ball_clahe,0.2,2.0,76,-1
CP HEK293 (15),G_rolling_ball_clahe,0.3,-3.0,23,-1
CP HEK293 (15),G_rolling_ball_clahe,0.3,-2.0,92,-1
CP HEK293 (15),G_rolling_ball_clahe,0.3,-1.0,156,-1
CP HEK293 (15),G_rolling_ball_clahe,0.3,0.0,181,-1
CP HEK293 (15),G_rolling_ball_clahe,0.3,1.0,136,-1
CP HEK293 (15),G_rolling_ball_clahe,0.3,2.0,86,-1
CP HEK293 (15),G_rolling_ball_clahe,0.4,-3.0,94,-1
CP HEK293 (15),G_rolling_ball_clahe,0.4,-2.0,159,-1
CP HEK293 (15),G_rolling_ball_clahe,0.4,-1.0,203,-1
CP HEK293 (15),G_rolling_ball_clahe,0.4,0.0,205,-1
CP HEK293 (15),G_rolling_ball_clahe,0.4,1.0,143,-1
CP HEK293 (15),G_rolling_ball_clahe,0.4,2.0,89,-1
CP HEK293 (15),G_rolling_ball_clahe,0.5,-3.0,160,-1
CP HEK293 (15),G_rolling_ball_clahe,0.5,-2.0,204,-1
CP HEK293 (15),G_rolling_ball_clahe,0.5,-1.0,250,-1
CP HEK293 (15),G_rolling_ball_clahe,0.5,0.0,218,-1
CP HEK293 (15),G_rolling_ball_clahe,0.5,1.0,150,-1
CP HEK293 (15),G_rolling_ball_clahe,0.5,2.0,89,-1
CP HEK293 (15),G_rolling_ball_clahe,0.6,-3.0,211,-1
CP HEK293 (15),G_rolling_ball_clahe,0.6,-2.0,258,-1
CP HEK293 (15),G_rolling_ball_clahe,0.6,-1.0,283,-1
CP HEK293 (15),G_rolling_ball_clahe,0.6,0.0,224,-1
CP HEK293 (15),G_rolling_ball_clahe,0.6,1.0,154,-1
CP HEK293 (15),G_rolling_ball_clahe,0.6,2.0,93,-1
CP HEK293 (15),G_rolling_ball_clahe,0.7,-3.0,277,-1
CP HEK293 (15),G_rolling_ball_clahe,0.7,-2.0,312,-1
CP HEK293 (15),G_rolling_ball_clahe,0.7,-1.0,303,-1
CP HEK293 (15),G_rolling_ball_clahe,0.7,0.0,230,-1
CP HEK293 (15),G_rolling_ball_clahe,0.7,1.0,155,-1
CP HEK293 (15),G_rolling_ball_clahe,0.7,2.0,93,-1
CP HEK293 (15),G_rolling_ball_clahe,0.8,-3.0,329,-1
CP HEK293 (15),G_rolling_ball_clahe,0.8,-2.0,337,-1
CP HEK293 (15),G_rolling_ball_clahe,0.8,-1.0,312,-1
CP HEK293 (15),G_rolling_ball_clahe,0.8,0.0,232,-1
CP HEK293 (15),G_rolling_ball_clahe,0.8,1.0,157,-1
CP HEK293 (15),G_rolling_ball_clahe,0.8,2.0,93,-1
CP HEK293 (15),G_rolling_ball_clahe,0.9,-3.0,375,-1
CP HEK293 (15),G_rolling_ball_clahe,0.9,-2.0,371,-1
CP HEK293 (15),G_rolling_ball_clahe,0.9,-1.0,319,-1
CP HEK293 (15),G_rolling_ball_clahe,0.9,0.0,233,-1
CP HEK293 (15),G_rolling_ball_clahe,0.9,1.0,161,-1
CP HEK293 (15),G_rolling_ball_clahe,0.9,2.0,94,-1
CP HEK293 (15),G_rolling_ball_clahe,1.0,-3.0,417,-1
CP HEK293 (15),G_rolling_ball_clahe,1.0,-2.0,378,-1
CP HEK293 (15),G_rolling_ball_clahe,1.0,-1.0,323,-1
CP HEK293 (15),G_rolling_ball_clahe,1.0,0.0,233,-1
CP HEK293 (15),G_rolling_ball_clahe,1.0,1.0,161,-1
CP HEK293 (15),G_rolling_ball_clahe,1.0,2.0,94,-1
CP HEK293 (16),A_raw_gray,0.2,-3.0,0,-1
CP HEK293 (16),A_raw_gray,0.2,-2.0,4,-1
CP HEK293 (16),A_raw_gray,0.2,-1.0,87,-1
CP HEK293 (16),A_raw_gray,0.2,0.0,151,-1
CP HEK293 (16),A_raw_gray,0.2,1.0,138,-1
CP HEK293 (16),A_raw_gray,0.2,2.0,92,-1
CP HEK293 (16),A_raw_gray,0.3,-3.0,4,-1
CP HEK293 (16),A_raw_gray,0.3,-2.0,75,-1
CP HEK293 (16),A_raw_gray,0.3,-1.0,159,-1
CP HEK293 (16),A_raw_gray,0.3,0.0,181,-1
CP HEK293 (16),A_raw_gray,0.3,1.0,151,-1
CP HEK293 (16),A_raw_gray,0.3,2.0,109,-1
CP HEK293 (16),A_raw_gray,0.4,-3.0,58,-1
CP HEK293 (16),A_raw_gray,0.4,-2.0,145,-1
CP HEK293 (16),A_raw_gray,0.4,-1.0,200,-1
CP HEK293 (16),A_raw_gray,0.4,0.0,206,-1
CP HEK293 (16),A_raw_gray,0.4,1.0,160,-1
CP HEK293 (16),A_raw_gray,0.4,2.0,115,-1
CP HEK293 (16),A_raw_gray,0.5,-3.0,131,-1
CP HEK293 (16),A_raw_gray,0.5,-2.0,197,-1
CP HEK293 (16),A_raw_gray,0.5,-1.0,232,-1
CP HEK293 (16),A_raw_gray,0.5,0.0,219,-1
CP HEK293 (16),A_raw_gray,0.5,1.0,167,-1
CP HEK293 (16),A_raw_gray,0.5,2.0,121,-1
CP HEK293 (16),A_raw_gray,0.6,-3.0,191,-1
CP HEK293 (16),A_raw_gray,0.6,-2.0,243,-1
CP HEK293 (16),A_raw_gray,0.6,-1.0,263,-1
CP HEK293 (16),A_raw_gray,0.6,0.0,227,-1
CP HEK293 (16),A_raw_gray,0.6,1.0,169,-1
CP HEK293 (16),A_raw_gray,0.6,2.0,122,-1
CP HEK293 (16),A_raw_gray,0.7,-3.0,250,-1
CP HEK293 (16),A_raw_gray,0.7,-2.0,281,-1
CP HEK293 (16),A_raw_gray,0.7,-1.0,278,-1
CP HEK293 (16),A_raw_gray,0.7,0.0,230,-1
CP HEK293 (16),A_raw_gray,0.7,1.0,171,-1
CP HEK293 (16),A_raw_gray,0.7,2.0,123,-1
CP HEK293 (16),A_raw_gray,0.8,-3.0,302,-1
CP HEK293 (16),A_raw_gray,0.8,-2.0,324,-1
CP HEK293 (16),A_raw_gray,0.8,-1.0,289,-1
CP HEK293 (16),A_raw_gray,0.8,0.0,233,-1
CP HEK293 (16),A_raw_gray,0.8,1.0,174,-1
CP HEK293 (16),A_raw_gray,0.8,2.0,124,-1
CP HEK293 (16),A_raw_gray,0.9,-3.0,368,-1
CP HEK293 (16),A_raw_gray,0.9,-2.0,354,-1
CP HEK293 (16),A_raw_gray,0.9,-1.0,297,-1
CP HEK293 (16),A_raw_gray,0.9,0.0,234,-1
CP HEK293 (16),A_raw_gray,0.9,1.0,174,-1
CP HEK293 (16),A_raw_gray,0.9,2.0,125,-1
CP HEK293 (16),A_raw_gray,1.0,-3.0,426,-1
CP HEK293 (16),A_raw_gray,1.0,-2.0,367,-1
CP HEK293 (16),A_raw_gray,1.0,-1.0,300,-1
CP HEK293 (16),A_raw_gray,1.0,0.0,234,-1
CP HEK293 (16),A_raw_gray,1.0,1.0,174,-1
CP HEK293 (16),A_raw_gray,1.0,2.0,127,-1
CP HEK293 (16),B_channel,0.2,-3.0,0,-1
CP HEK293 (16),B_channel,0.2,-2.0,5,-1
CP HEK293 (16),B_channel,0.2,-1.0,82,-1
CP HEK293 (16),B_channel,0.2,0.0,146,-1
CP HEK293 (16),B_channel,0.2,1.0,140,-1
CP HEK293 (16),B_channel,0.2,2.0,89,-1
CP HEK293 (16),B_channel,0.3,-3.0,5,-1
CP HEK293 (16),B_channel,0.3,-2.0,68,-1
CP HEK293 (16),B_channel,0.3,-1.0,160,-1
CP HEK293 (16),B_channel,0.3,0.0,184,-1
CP HEK293 (16),B_channel,0.3,1.0,161,-1
CP HEK293 (16),B_channel,0.3,2.0,104,-1
CP HEK293 (16),B_channel,0.4,-3.0,56,-1
CP HEK293 (16),B_channel,0.4,-2.0,140,-1
CP HEK293 (16),B_channel,0.4,-1.0,204,-1
CP HEK293 (16),B_channel,0.4,0.0,208,-1
CP HEK293 (16),B_channel,0.4,1.0,170,-1
CP HEK293 (16),B_channel,0.4,2.0,118,-1
CP HEK293 (16),B_channel,0.5,-3.0,129,-1
CP HEK293 (16),B_channel,0.5,-2.0,203,-1
CP HEK293 (16),B_channel,0.5,-1.0,238,-1
CP HEK293 (16),B_channel,0.5,0.0,220,-1
CP HEK293 (16),B_channel,0.5,1.0,173,-1
CP HEK293 (16),B_channel,0.5,2.0,124,-1
CP HEK293 (16),B_channel,0.6,-3.0,192,-1
CP HEK293 (16),B_channel,0.6,-2.0,243,-1
CP HEK293 (16),B_channel,0.6,-1.0,262,-1
CP HEK293 (16),B_channel,0.6,0.0,226,-1
CP HEK293 (16),B_channel,0.6,1.0,178,-1
CP HEK293 (16),B_channel,0.6,2.0,124,-1
CP HEK293 (16),B_channel,0.7,-3.0,245,-1
CP HEK293 (16),B_channel,0.7,-2.0,277,-1
CP HEK293 (16),B_channel,0.7,-1.0,282,-1
CP HEK293 (16),B_channel,0.7,0.0,226,-1
CP HEK293 (16),B_channel,0.7,1.0,179,-1
CP HEK293 (16),B_channel,0.7,2.0,124,-1
CP HEK293 (16),B_channel,0.8,-3.0,299,-1
CP HEK293 (16),B_channel,0.8,-2.0,327,-1
CP HEK293 (16),B_channel,0.8,-1.0,295,-1
CP HEK293 (16),B_channel,0.8,0.0,228,-1
CP HEK293 (16),B_channel,0.8,1.0,180,-1
CP HEK293 (16),B_channel,0.8,2.0,126,-1
CP HEK293 (16),B_channel,0.9,-3.0,367,-1
CP HEK293 (16),B_channel,0.9,-2.0,361,-1
CP HEK293 (16),B_channel,0.9,-1.0,301,-1
CP HEK293 (16),B_channel,0.9,0.0,229,-1
CP HEK293 (16),B_channel,0.9,1.0,180,-1
CP HEK293 (16),B_channel,0.9,2.0,127,-1
CP HEK293 (16),B_channel,1.0,-3.0,438,-1
CP HEK293 (16),B_channel,1.0,-2.0,379,-1
CP HEK293 (16),B_channel,1.0,-1.0,302,-1
CP HEK293 (16),B_channel,1.0,0.0,231,-1
CP HEK293 (16),B_channel,1.0,1.0,181,-1
CP HEK293 (16),B_channel,1.0,2.0,128,-1
CP HEK293 (16),C_current_pipeline,0.2,-3.0,0,-1
CP HEK293 (16),C_current_pipeline,0.2,-2.0,2,-1
CP HEK293 (16),C_current_pipeline,0.2,-1.0,81,-1
CP HEK293 (16),C_current_pipeline,0.2,0.0,155,-1
CP HEK293 (16),C_current_pipeline,0.2,1.0,141,-1
CP HEK293 (16),C_current_pipeline,0.2,2.0,76,-1
CP HEK293 (16),C_current_pipeline,0.3,-3.0,0,-1
CP HEK293 (16),C_current_pipeline,0.3,-2.0,58,-1
CP HEK293 (16),C_current_pipeline,0.3,-1.0,165,-1
CP HEK293 (16),C_current_pipeline,0.3,0.0,210,-1
CP HEK293 (16),C_current_pipeline,0.3,1.0,154,-1
CP HEK293 (16),C_current_pipeline,0.3,2.0,90,-1
CP HEK293 (16),C_current_pipeline,0.4,-3.0,31,-1
CP HEK293 (16),C_current_pipeline,0.4,-2.0,140,-1
CP HEK293 (16),C_current_pipeline,0.4,-1.0,213,-1
CP HEK293 (16),C_current_pipeline,0.4,0.0,227,-1
CP HEK293 (16),C_current_pipeline,0.4,1.0,166,-1
CP HEK293 (16),C_current_pipeline,0.4,2.0,94,-1
CP HEK293 (16),C_current_pipeline,0.5,-3.0,96,-1
CP HEK293 (16),C_current_pipeline,0.5,-2.0,200,-1
CP HEK293 (16),C_current_pipeline,0.5,-1.0,254,-1
CP HEK293 (16),C_current_pipeline,0.5,0.0,235,-1
CP HEK293 (16),C_current_pipeline,0.5,1.0,174,-1
CP HEK293 (16),C_current_pipeline,0.5,2.0,95,-1
CP HEK293 (16),C_current_pipeline,0.6,-3.0,184,-1
CP HEK293 (16),C_current_pipeline,0.6,-2.0,250,-1
CP HEK293 (16),C_current_pipeline,0.6,-1.0,291,-1
CP HEK293 (16),C_current_pipeline,0.6,0.0,236,-1
CP HEK293 (16),C_current_pipeline,0.6,1.0,176,-1
CP HEK293 (16),C_current_pipeline,0.6,2.0,97,-1
CP HEK293 (16),C_current_pipeline,0.7,-3.0,247,-1
CP HEK293 (16),C_current_pipeline,0.7,-2.0,287,-1
CP HEK293 (16),C_current_pipeline,0.7,-1.0,304,-1
CP HEK293 (16),C_current_pipeline,0.7,0.0,241,-1
CP HEK293 (16),C_current_pipeline,0.7,1.0,178,-1
CP HEK293 (16),C_current_pipeline,0.7,2.0,99,-1
CP HEK293 (16),C_current_pipeline,0.8,-3.0,312,-1
CP HEK293 (16),C_current_pipeline,0.8,-2.0,339,-1
CP HEK293 (16),C_current_pipeline,0.8,-1.0,322,-1
CP HEK293 (16),C_current_pipeline,0.8,0.0,243,-1
CP HEK293 (16),C_current_pipeline,0.8,1.0,179,-1
CP HEK293 (16),C_current_pipeline,0.8,2.0,101,-1
CP HEK293 (16),C_current_pipeline,0.9,-3.0,374,-1
CP HEK293 (16),C_current_pipeline,0.9,-2.0,376,-1
CP HEK293 (16),C_current_pipeline,0.9,-1.0,326,-1
CP HEK293 (16),C_current_pipeline,0.9,0.0,244,-1
CP HEK293 (16),C_current_pipeline,0.9,1.0,179,-1
CP HEK293 (16),C_current_pipeline,0.9,2.0,101,-1
CP HEK293 (16),C_current_pipeline,1.0,-3.0,474,-1
CP HEK293 (16),C_current_pipeline,1.0,-2.0,421,-1
CP HEK293 (16),C_current_pipeline,1.0,-1.0,329,-1
CP HEK293 (16),C_current_pipeline,1.0,0.0,245,-1
CP HEK293 (16),C_current_pipeline,1.0,1.0,180,-1
CP HEK293 (16),C_current_pipeline,1.0,2.0,102,-1
CP HEK293 (16),D_clahe,0.2,-3.0,0,-1
CP HEK293 (16),D_clahe,0.2,-2.0,15,-1
CP HEK293 (16),D_clahe,0.2,-1.0,115,-1
CP HEK293 (16),D_clahe,0.2,0.0,169,-1
CP HEK293 (16),D_clahe,0.2,1.0,161,-1
CP HEK293 (16),D_clahe,0.2,2.0,120,-1
CP HEK293 (16),D_clahe,0.3,-3.0,21,-1
CP HEK293 (16),D_clahe,0.3,-2.0,108,-1
CP HEK293 (16),D_clahe,0.3,-1.0,178,-1
CP HEK293 (16),D_clahe,0.3,0.0,195,-1
CP HEK293 (16),D_clahe,0.3,1.0,178,-1
CP HEK293 (16),D_clahe,0.3,2.0,132,-1
CP HEK293 (16),D_clahe,0.4,-3.0,101,-1
CP HEK293 (16),D_clahe,0.4,-2.0,171,-1
CP HEK293 (16),D_clahe,0.4,-1.0,209,-1
CP HEK293 (16),D_clahe,0.4,0.0,213,-1
CP HEK293 (16),D_clahe,0.4,1.0,183,-1
CP HEK293 (16),D_clahe,0.4,2.0,140,-1
CP HEK293 (16),D_clahe,0.5,-3.0,168,-1
CP HEK293 (16),D_clahe,0.5,-2.0,208,-1
CP HEK293 (16),D_clahe,0.5,-1.0,236,-1
CP HEK293 (16),D_clahe,0.5,0.0,226,-1
CP HEK293 (16),D_clahe,0.5,1.0,191,-1
CP HEK293 (16),D_clahe,0.5,2.0,141,-1
CP HEK293 (16),D_clahe,0.6,-3.0,211,-1
CP HEK293 (16),D_clahe,0.6,-2.0,243,-1
CP HEK293 (16),D_clahe,0.6,-1.0,264,-1
CP HEK293 (16),D_clahe,0.6,0.0,231,-1
CP HEK293 (16),D_clahe,0.6,1.0,194,-1
CP HEK293 (16),D_clahe,0.6,2.0,142,-1
CP HEK293 (16),D_clahe,0.7,-3.0,254,-1
CP HEK293 (16),D_clahe,0.7,-2.0,290,-1
CP HEK293 (16),D_clahe,0.7,-1.0,295,-1
CP HEK293 (16),D_clahe,0.7,0.0,239,-1
CP HEK293 (16),D_clahe,0.7,1.0,197,-1
CP HEK293 (16),D_clahe,0.7,2.0,142,-1
CP HEK293 (16),D_clahe,0.8,-3.0,314,-1
CP HEK293 (16),D_clahe,0.8,-2.0,330,-1
CP HEK293 (16),D_clahe,0.8,-1.0,305,-1
CP HEK293 (16),D_clahe,0.8,0.0,244,-1
CP HEK293 (16),D_clahe,0.8,1.0,197,-1
CP HEK293 (16),D_clahe,0.8,2.0,143,-1
CP HEK293 (16),D_clahe,0.9,-3.0,371,-1
CP HEK293 (16),D_clahe,0.9,-2.0,362,-1
CP HEK293 (16),D_clahe,0.9,-1.0,313,-1
CP HEK293 (16),D_clahe,0.9,0.0,244,-1
CP HEK293 (16),D_clahe,0.9,1.0,197,-1
CP HEK293 (16),D_clahe,0.9,2.0,143,-1
CP HEK293 (16),D_clahe,1.0,-3.0,425,-1
CP HEK293 (16),D_clahe,1.0,-2.0,373,-1
CP HEK293 (16),D_clahe,1.0,-1.0,318,-1
CP HEK293 (16),D_clahe,1.0,0.0,244,-1
CP HEK293 (16),D_clahe,1.0,1.0,197,-1
CP HEK293 (16),D_clahe,1.0,2.0,143,-1
CP HEK293 (16),E_clahe_denoise,0.2,-3.0,0,-1
CP HEK293 (16),E_clahe_denoise,0.2,-2.0,18,-1
CP HEK293 (16),E_clahe_denoise,0.2,-1.0,115,-1
CP HEK293 (16),E_clahe_denoise,0.2,0.0,160,-1
CP HEK293 (16),E_clahe_denoise,0.2,1.0,147,-1
CP HEK293 (16),E_clahe_denoise,0.2,2.0,119,-1
CP HEK293 (16),E_clahe_denoise,0.3,-3.0,24,-1
CP HEK293 (16),E_clahe_denoise,0.3,-2.0,103,-1
CP HEK293 (16),E_clahe_denoise,0.3,-1.0,170,-1
CP HEK293 (16),E_clahe_denoise,0.3,0.0,196,-1
CP HEK293 (16),E_clahe_denoise,0.3,1.0,168,-1
CP HEK293 (16),E_clahe_denoise,0.3,2.0,132,-1
CP HEK293 (16),E_clahe_denoise,0.4,-3.0,101,-1
CP HEK293 (16),E_clahe_denoise,0.4,-2.0,165,-1
CP HEK293 (16),E_clahe_denoise,0.4,-1.0,209,-1
CP HEK293 (16),E_clahe_denoise,0.4,0.0,211,-1
CP HEK293 (16),E_clahe_denoise,0.4,1.0,175,-1
CP HEK293 (16),E_clahe_denoise,0.4,2.0,138,-1
CP HEK293 (16),E_clahe_denoise,0.5,-3.0,159,-1
CP HEK293 (16),E_clahe_denoise,0.5,-2.0,209,-1
CP HEK293 (16),E_clahe_denoise,0.5,-1.0,234,-1
CP HEK293 (16),E_clahe_denoise,0.5,0.0,224,-1
CP HEK293 (16),E_clahe_denoise,0.5,1.0,177,-1
CP HEK293 (16),E_clahe_denoise,0.5,2.0,141,-1
CP HEK293 (16),E_clahe_denoise,0.6,-3.0,207,-1
CP HEK293 (16),E_clahe_denoise,0.6,-2.0,236,-1
CP HEK293 (16),E_clahe_denoise,0.6,-1.0,261,-1
CP HEK293 (16),E_clahe_denoise,0.6,0.0,232,-1
CP HEK293 (16),E_clahe_denoise,0.6,1.0,180,-1
CP HEK293 (16),E_clahe_denoise,0.6,2.0,141,-1
CP HEK293 (16),E_clahe_denoise,0.7,-3.0,244,-1
CP HEK293 (16),E_clahe_denoise,0.7,-2.0,279,-1
CP HEK293 (16),E_clahe_denoise,0.7,-1.0,285,-1
CP HEK293 (16),E_clahe_denoise,0.7,0.0,241,-1
CP HEK293 (16),E_clahe_denoise,0.7,1.0,180,-1
CP HEK293 (16),E_clahe_denoise,0.7,2.0,141,-1
CP HEK293 (16),E_clahe_denoise,0.8,-3.0,312,-1
CP HEK293 (16),E_clahe_denoise,0.8,-2.0,318,-1
CP HEK293 (16),E_clahe_denoise,0.8,-1.0,298,-1
CP HEK293 (16),E_clahe_denoise,0.8,0.0,242,-1
CP HEK293 (16),E_clahe_denoise,0.8,1.0,181,-1
CP HEK293 (16),E_clahe_denoise,0.8,2.0,142,-1
CP HEK293 (16),E_clahe_denoise,0.9,-3.0,363,-1
CP HEK293 (16),E_clahe_denoise,0.9,-2.0,351,-1
CP HEK293 (16),E_clahe_denoise,0.9,-1.0,306,-1
CP HEK293 (16),E_clahe_denoise,0.9,0.0,242,-1
CP HEK293 (16),E_clahe_denoise,0.9,1.0,182,-1
CP HEK293 (16),E_clahe_denoise,0.9,2.0,142,-1
CP HEK293 (16),E_clahe_denoise,1.0,-3.0,416,-1
CP HEK293 (16),E_clahe_denoise,1.0,-2.0,367,-1
CP HEK293 (16),E_clahe_denoise,1.0,-1.0,311,-1
CP HEK293 (16),E_clahe_denoise,1.0,0.0,242,-1
CP HEK293 (16),E_clahe_denoise,1.0,1.0,182,-1
CP HEK293 (16),E_clahe_denoise,1.0,2.0,143,-1
CP HEK293 (16),F_rolling_ball,0.2,-3.0,0,-1
CP HEK293 (16),F_rolling_ball,0.2,-2.0,8,-1
CP HEK293 (16),F_rolling_ball,0.2,-1.0,84,-1
CP HEK293 (16),F_rolling_ball,0.2,0.0,150,-1
CP HEK293 (16),F_rolling_ball,0.2,1.0,141,-1
CP HEK293 (16),F_rolling_ball,0.2,2.0,96,-1
CP HEK293 (16),F_rolling_ball,0.3,-3.0,9,-1
CP HEK293 (16),F_rolling_ball,0.3,-2.0,75,-1
CP HEK293 (16),F_rolling_ball,0.3,-1.0,153,-1
CP HEK293 (16),F_rolling_ball,0.3,0.0,179,-1
CP HEK293 (16),F_rolling_ball,0.3,1.0,153,-1
CP HEK293 (16),F_rolling_ball,0.3,2.0,111,-1
CP HEK293 (16),F_rolling_ball,0.4,-3.0,63,-1
CP HEK293 (16),F_rolling_ball,0.4,-2.0,145,-1
CP HEK293 (16),F_rolling_ball,0.4,-1.0,199,-1
CP HEK293 (16),F_rolling_ball,0.4,0.0,198,-1
CP HEK293 (16),F_rolling_ball,0.4,1.0,163,-1
CP HEK293 (16),F_rolling_ball,0.4,2.0,121,-1
CP HEK293 (16),F_rolling_ball,0.5,-3.0,133,-1
CP HEK293 (16),F_rolling_ball,0.5,-2.0,200,-1
CP HEK293 (16),F_rolling_ball,0.5,-1.0,234,-1
